state,year,quarter,genericind,drugtype,imprx,adjmedamt,unadjmedamt,percap_rx,percap_adjmedamt,percap_unadjmedamt,futurerevision
CT,2017,all,all,bup,132083,21961580.5026,28320966.58,172.6186207388891,28701.48115658253,37012.53143123469,no
CT,2017,all,all,naloxone,5886,455274.6815647463,820482.38,7.692384346729716,594.9962341031279,1072.284372524557,no
CT,2017,all,all,naltrexone,13259,2089052.9132,4362203.91,17.32812165363393,2730.172940705027,5700.942758159558,no
CT,2018,all,all,all,177780,31454432.65905,42003557.15000001,221.2341991821783,39142.73945356441,52270.35284555692,no
CT,2018,all,all,bup,151830,27521815.56964999,34795636.39000001,188.9413233312528,34248.88529413388,43300.62297095237,no
CT,2018,all,all,naloxone,9991,765187.9639,1324881.66,12.43306830931006,952.2204208418158,1648.718264491253,no
CT,2018,all,all,naltrexone,15959,3167429.1255,5883039.1,19.85980754161538,3941.633738588704,7321.011610113301,no
CT,2019,,,,,,,,,,yes
DC,2010,all,all,all,3206,354821.63985,1121207.74,22.75286564859983,2518.156300911705,7957.170640171631,no
DC,2010,all,all,bup,2509,227928.5593,989568.1399999999,17.80628194396038,1617.600713422277,7022.929176405123,no
DC,2010,all,all,naloxone,4,123.9097,131.31,.028387854832938,.8793826439982254,.9319023045282732,no
DC,2010,all,all,naltrexone,693,126769.17085,131508.29,4.918195849806514,899.6762048454299,933.309561461979,no
DC,2011,all,all,all,4508,688452.3767532136,1825801.76,26.53377949920839,4052.183575970654,10746.54421231291,no
DC,2011,all,all,bup,3675,577159.4474032137,1708805.3,21.63079850478945,3397.121010044772,10057.91105529695,no
DC,2011,all,all,naloxone,7,201.0935,225.87,.0412015209615037,1.183622579353164,1.329455362796406,no
DC,2011,all,all,naltrexone,826,111091.83585,116770.59,4.861779473457437,653.8789433465292,687.3037016531653,no
DC,2012,all,all,all,6966,1060540.851299089,2893447.3,38.8264454648006,5911.144347711353,16127.22850972216,no
DC,2012,all,all,bup,6084,944876.422999089,2768735.7,33.91043557390854,5266.464672487797,15432.12254701357,no
DC,2012,all,all,naloxone,12,-67.14030000000002,42.8,.0668844883114567,-.3742203842148081,.2385546749775288,no
DC,2012,all,all,naltrexone,870,115731.5686,124668.8,4.849125402580609,645.0538956077705,694.8674080336109,no
DC,2013,all,all,all,6425,1482711.820183705,2394551.66,33.91182463760036,7825.908674578529,12638.69509410036,no
DC,2013,all,all,bup,5537,1399460.387183705,2304911.83,29.22486739585887,7386.498869640796,12165.56665900242,no
DC,2013,all,all,naloxone,8,162.7027,188.5,.0422248400156892,.8587619347025837,.9949227928696758,no
DC,2013,all,all,naltrexone,880,83088.73030000001,89451.33,4.644732401725808,438.5510430030307,472.1335123050771,no
DC,2014,all,all,all,7917,2396876.03965,3062612.649999999,40.56953708877733,12282.44933532681,15693.92162343484,no
DC,2014,all,all,bup,7041,2304362.5244,2956545.2,36.08060005583948,11808.37702407912,15150.39410711716,no
DC,2014,all,all,naloxone,5,119.8111,146.34,.0256217867176818,.6139548901221685,.7498984536531104,no
DC,2014,all,all,naltrexone,871,92393.70414999999,105921.11,4.463315246220166,473.4583563575779,542.7776178640221,no
DC,2015,all,all,all,8809,2610229.487435,3306986.79,43.13299989396084,12780.90909351201,16192.55997983879,no
DC,2015,all,all,bup,7894,2543191.3899,3229703.9,38.65273029434974,12452.65909307286,15814.14666548131,no
DC,2015,all,all,naloxone,11,2528.3928,3555.67,.0538611645854886,12.38019824886949,17.41022973469857,no
DC,2015,all,all,naltrexone,904,64509.704735,73727.22,4.426408435025609,315.8698021902826,361.0030846227752,no
DC,2016,all,all,all,11297,2884595.514769404,4179705.22,55.88712996249806,14270.31640463457,20677.32396521834,no
DC,2016,all,all,bup,10167,2830451.7584,4100840.59,50.29693284311922,14002.46306756501,20287.17456039809,no
DC,2016,all,all,naloxone,204,14254.48486940452,35272.62,1.00920372774627,70.5180356240482,174.4963705459687,no
DC,2016,all,all,naltrexone,926,39889.2715,43592.01000000001,4.580993391632576,197.335301445505,215.6530342742778,no
DC,2017,all,all,all,12470,3603958.8268,4551107.72,58.46014849586788,16895.58686349012,21335.88076438578,no
DC,2017,all,all,bup,11190,3528852.0686,4441224.05,52.45942755964407,16543.48163194118,20820.73917132476,no
DC,2017,all,all,naloxone,335,24542.9805,42091.77,1.570501182527325,115.0590444716271,197.3288792825915,no
DC,2017,all,all,naltrexone,945,50563.7777,67791.89999999999,4.430219753696483,237.0461870773097,317.8127137784302,no
DC,2018,all,all,all,14008,3891309.08205,4930513.430000001,66.49399474181577,18471.4938349952,23404.44989212394,no
DC,2018,all,all,bup,12291,3778615.7234,4751944.26,58.34363859020971,17936.55440056411,22556.80729853238,no
DC,2018,all,all,naloxone,432,31049.4366,55782.41,2.050642898948059,147.3872839817777,264.7912105386787,no
DC,2018,all,all,naltrexone,1285,81643.92204999999,122786.76,6.099713252658,387.5521504493087,582.8513830528694,no
DC,2019,,,,,,,,,,yes
DE,2010,all,all,all,12089,67227.38694999984,1806505.75,90.74975259802861,504.6628119384914,13561.08444696965,no
DE,2010,all,all,bup,11855,59209.09809999984,1797671.5,88.99316048057152,444.471089761551,13494.76746443271,no
DE,2010,all,all,naloxone,21,968.62085,999.24,.1576428823358922,7.271246794506756,7.501098749776995,no
DE,2010,all,all,naltrexone,213,7049.668,7835.01,1.598949235121192,52.92047538243354,58.8158837871685,no
DE,2011,all,all,all,14377,86592.95019615437,2270336.89,96.58762454265036,581.7491383172137,15252.5872655386,no
DE,2011,all,all,bup,13909,63302.50589615439,2244696.38,93.44350488723127,425.2791731311589,15080.32907864551,no
DE,2011,all,all,naloxone,92,1419.2295,1800.41,.6180748040567456,9.534673860044055,12.09552236925875,no
DE,2011,all,all,naltrexone,376,21871.2148,23840.1,2.526044851362352,146.9352913260109,160.1626645238394,no
DE,2012,all,all,all,19586,416402.5681440978,2676420.5,123.0339657072502,2615.728545361576,16812.55121082311,no
DE,2012,all,all,bup,18998,385627.5133940979,2631117.95,119.3403084093913,2422.407957658614,16527.97281895387,no
DE,2012,all,all,naloxone,187,4202.69795,5496.16,1.174683528400683,26.40021420699635,34.52539369761872,no
DE,2012,all,all,naltrexone,401,26572.3568,39806.39,2.51897376945815,166.9203734959673,250.0529981716239,no
DE,2013,all,all,all,22104,981501.3691282764,2736521.35,133.2025904270054,5914.699822454707,16490.75880287757,no
DE,2013,all,all,bup,21076,908811.1339282765,2624978.04,127.0076816793144,5476.655684407825,15818.57920475947,no
DE,2013,all,all,naloxone,452,13362.836,18894.21,2.723831472720161,80.52679925132297,113.8598315269557,no
DE,2013,all,all,naltrexone,576,59327.3992,92649.09999999999,3.471077274970825,357.5173387955595,558.3197665911448,no
DE,2014,all,all,all,20439,1225332.22715,2175206.58,135.7478065573832,8138.175162174553,14446.8673635788,no
DE,2014,all,all,bup,19250,1099832.669,2000295.44,127.8509357713012,7304.656411610275,13285.17630249698,no
DE,2014,all,all,naloxone,410,17235.14485,20056.28,2.72305889175239,114.4690595961778,133.2059307060381,no
DE,2014,all,all,naltrexone,779,108264.4133,154854.86,5.173811894329542,719.0496909680992,1028.485130375784,no
DE,2015,all,all,all,19017,1351502.84525,2667757.19,119.429429620969,8487.627593170546,16753.8896549897,no
DE,2015,all,all,bup,17511,1189101.0986,2353337.92,109.97153820754,7467.721826127446,14779.29250097269,no
DE,2015,all,all,naloxone,431,29839.46975,34537.32,2.706740504108831,187.3960589175295,216.8992179753318,no
DE,2015,all,all,naltrexone,1075,132562.2769,279881.95,6.751150909320169,832.5097081255694,1757.697936041676,no
DE,2016,all,all,all,37485,1379299.579458327,3520008.2,239.2365062239845,8802.956180494095,22465.37184601244,no
DE,2016,all,all,bup,34792,1039844.3512,2692204.46,222.0492603586733,6636.48738422926,17182.16857545762,no
DE,2016,all,all,naloxone,745,41863.21955832718,47902.05,4.754733817176695,267.1791486306994,305.7201302645489,no
DE,2016,all,all,naltrexone,1948,297592.0086999999,779901.6899999999,12.4325120481345,1899.289647634135,4977.483140290276,no
DE,2017,all,all,all,42712,58002.71114999999,110511.41,253.3615801064713,344.0639292803718,655.5381498734336,no
DE,2017,all,all,bup,39305,36577.2183,74731.45999999999,233.1517350179073,216.9709174093308,443.2965159501675,no
DE,2017,all,all,naloxone,823,8008.690149999999,8718.700000000001,4.881920313439453,47.50642421303458,51.71810283934941,no
DE,2017,all,all,naltrexone,2584,13416.8027,27061.25,15.3279247751246,79.58658765800641,160.5235310839166,no
DE,2018,all,all,all,69821,103240.34155,174400.73,345.3767123552365,510.6889008603533,862.6910350718733,no
DE,2018,all,all,bup,64992,73912.5242,124072.61,321.4895703211288,365.6158549730433,613.7378458505815,no
DE,2018,all,all,naloxone,1430,7630.87155,8786.889999999999,7.073641149052409,37.7468860134359,43.46524942391407,no
DE,2018,all,all,naltrexone,3399,21696.9458,41541.23,16.81350088505534,107.326159873874,205.4879397973779,no
DE,2019,,,,,,,,,,yes
FL,2010,all,all,all,7202,458008.9202699999,1749140.09,3.943040529359487,250.7564198046081,957.6409700635242,no
FL,2010,all,all,bup,6153,377099.1632,1660471.67,3.368720963225344,206.4589397507842,909.0956807363553,no
FL,2010,all,all,naloxone,52,3948.70327,4226.09,.0284696067101768,2.161885175232483,2.313752311957906,no
FL,2010,all,all,naltrexone,997,76961.05379999999,84442.33,.5458499594239667,42.1355948785915,46.23153701521085,no
FL,2011,all,all,all,8875,653402.5671427394,2290369.43,4.489527166160499,330.5316704931085,1158.611355101807,no
FL,2011,all,all,bup,7461,569877.9248927394,2198307.38,3.774237992870252,288.279709881817,1112.040642488013,no
FL,2011,all,all,naloxone,115,11215.22765,11825.16,.058174154829122,5.673359910912604,5.981901641035998,no
FL,2011,all,all,naltrexone,1299,72309.4146,80236.89,.6571150184611254,36.57860070037889,40.58881097275849,no
FL,2012,all,all,all,9882,846357.1281124647,2680765.68,4.792798870622197,410.485679797659,1300.179186754376,no
FL,2012,all,all,bup,8355,756320.9024724645,2580918.59,4.052199409436192,366.817847318153,1251.753056397474,no
FL,2012,all,all,naloxone,114,9564.586449999999,10655.2,.0552903330551437,4.638852371536973,5.167803129554102,no
FL,2012,all,all,naltrexone,1413,80471.63918999999,89191.89,.6853091281308605,39.02898010796892,43.25832722734863,no
FL,2013,all,all,all,12511,2201184.586859676,3307126.16,5.86791125857105,1032.399953594993,1551.108850433926,no
FL,2013,all,all,bup,10681,2108489.623513676,3205035.14,5.009604360386651,988.924146782522,1503.22610359858,no
FL,2013,all,all,naloxone,152,11435.2732,13779.18,.0712910647672288,5.363373699553657,6.46271324881121,no
FL,2013,all,all,naltrexone,1678,81259.69014600001,88311.84,.7870158334171707,38.11243311291731,41.42003358653386,no
FL,2014,all,all,all,18790,3715656.27657,4452723.34,8.182214743510539,1618.004128151598,1938.964266169318,no
FL,2014,all,all,bup,16626,3599701.64461,4326679.2,7.239888362192985,1567.511009513948,1884.077612596082,no
FL,2014,all,all,naloxone,264,24071.97455,26555.32,.11496033487423,10.48228127027251,11.56366848444067,no
FL,2014,all,all,naltrexone,1900,91882.65741000001,99488.82000000001,.8273660464433221,40.01083736737786,43.32298508879543,no
FL,2015,all,all,all,25300,5096005.390352,6289394.91,10.65263382160712,2145.686931871775,2648.166835403544,no
FL,2015,all,all,bup,22482,4936053.5613,6093669.26,9.46610725602258,2078.338779145006,2565.756018053899,no
FL,2015,all,all,naloxone,270,34284.22695,45900.60999999999,.1136842344598388,14.43546701799306,19.32657670033193,no
FL,2015,all,all,naltrexone,2548,125667.602102,149825.04,1.072842331124701,52.91268570877594,63.08424064931383,no
FL,2016,all,all,all,29506,5034495.725737729,7599575.85,12.44856124422328,2124.050307585794,3206.255859785981,no
FL,2016,all,all,bup,26215,4893088.5801,7079528.800000001,11.06009059233082,2064.39072943755,2986.848364639142,no
FL,2016,all,all,naloxone,500,1041.751697729111,309018.74,.2109496584461343,.4395143296432728,130.3747953129096,no
FL,2016,all,all,naltrexone,2791,140365.39394,211028.31,1.177520993446322,59.22006381860016,89.03269983392988,no
FL,2017,all,all,all,36015,7398003.832234437,9506624.789999999,14.66965178364677,3013.359436705915,3872.244212330531,no
FL,2017,all,all,bup,31151,6983506.078908,8832442.01,12.68844433464891,2844.525958810518,3597.635670858064,no
FL,2017,all,all,naloxone,1266,220873.7333264361,353594.12,.5156678927695907,89.96642388040748,144.026172793142,no
FL,2017,all,all,naltrexone,3598,193624.02,320588.66,1.465539556228268,78.86705401498979,130.582368679326,no
FL,2018,all,all,all,49819,8898639.907213999,11758982.66,19.33925912497413,3454.36686857318,4564.724557052881,no
FL,2018,all,all,bup,35693,7931249.557699999,10009273.64,13.85568108447984,3078.83519101541,3885.504256944799,no
FL,2018,all,all,naloxone,9380,559755.8558500001,1067663.13,3.641226250873307,217.2918674201572,414.4566115187164,no
FL,2018,all,all,naltrexone,4746,407634.493664,682045.8899999999,1.842351789620972,158.2398101376126,264.7636885893654,no
FL,2019,,,,,,,,,,yes
GA,2010,all,all,all,2550,225434.33645,523281.51,2.99746780091436,264.9930057762232,615.1056772701355,no
GA,2010,all,all,bup,1354,82789.28739999997,374890.87,1.591596628407076,97.31695029103719,440.6758085026553,no
GA,2010,all,all,naloxone,102,1105.26105,1382.42,.1198987120365744,1.29920957214894,1.625003700917659,no
GA,2010,all,all,naltrexone,1094,141539.788,147008.22,1.28597246047071,166.3768459130371,172.8048650665625,no
GA,2011,all,all,all,4703,439536.208204196,1150891.96,5.275368219972647,493.0289909180727,1290.958722178616,no
GA,2011,all,all,bup,3380,288170.259404196,993867.79,3.791355429195737,323.2413838830894,1114.824272638837,no
GA,2011,all,all,naloxone,91,511.47345,783.75,.1020749538629621,.5737211957239569,.8791345614296326,no
GA,2011,all,all,naltrexone,1232,150854.47535,156240.42,1.381937836913949,169.2138858392595,175.2553149783498,no
GA,2012,all,all,all,10564,1320668.742447154,3139855.28,11.31636802057492,1414.726762855156,3363.475755379148,no
GA,2012,all,all,bup,9097,1159406.604397153,2971567.37,9.744888288827156,1241.979536240374,3183.202381375608,no
GA,2012,all,all,naloxone,92,697.88185,1135.56,.0985522394824776,.7475849914312444,1.216434576812198,no
GA,2012,all,all,naltrexone,1375,160564.2562,167152.35,1.47292749226529,171.9996416233509,179.0569394267273,no
GA,2013,all,all,all,11613,2142095.331349501,3417807.85,12.60454949019574,2324.993250384227,3709.629569732583,no
GA,2013,all,all,bup,9991,1985137.785749502,3253647.4,10.84405872354651,2154.634243118675,3531.45265452051,no
GA,2013,all,all,naloxone,132,447.1897999999999,1853.52,.1432705186175697,.485372080049146,2.011778573242711,no
GA,2013,all,all,naltrexone,1490,156510.3558,162306.93,1.617220248031658,169.8736351855027,176.1651366388302,no
GA,2014,all,all,all,12417,2594402.07965,3342091.88,12.1068681942971,2529.603287535865,3258.618497575147,no
GA,2014,all,all,bup,10557,2459210.329,3198481.800000001,10.29332427536397,2397.788138459935,3118.5952786066,no
GA,2014,all,all,naloxone,133,1880.1663,2847.28,.1296781404398417,1.833206537606447,2.776165230913928,no
GA,2014,all,all,naltrexone,1727,133311.58435,140762.8,1.683865778493282,129.9819425383241,137.2470537376342,no
GA,2015,all,all,all,12859,2518370.20025,3512109.08,13.11609430271885,2568.720820875337,3582.327855565374,no
GA,2015,all,all,bup,10504,2367309.0441,3348088.28,10.71400999733718,2414.639448331504,3415.027732662551,no
GA,2015,all,all,naloxone,185,6465.4167,9962.329999999998,.1886987670894305,6.594681945996835,10.16151020723268,no
GA,2015,all,all,naltrexone,2170,144595.73945,154058.47,2.213385538292239,147.4866905978353,157.1386126955893,no
GA,2016,all,all,all,12401,2232356.505086666,3549831.77,12.6331233776516,2274.142016906943,3616.27793890149,no
GA,2016,all,all,bup,9821,2113003.6414,3361971.35,10.00483063397439,2152.555092269439,3424.901125447941,no
GA,2016,all,all,naloxone,214,7164.960336666049,60275.27,.2180056771887302,7.299074907594741,61.40350959852128,no
GA,2016,all,all,naltrexone,2366,112187.90335,127585.15,2.410287066488484,114.2878497299092,129.9733038550267,no
GA,2017,all,all,all,16145,3323437.3791,4389891.51,16.2604921782576,3347.21136623007,4421.294305466363,no
GA,2017,all,all,bup,13223,3211112.0065,4252504.52,13.31758984658409,3234.082481585773,4282.924526817285,no
GA,2017,all,all,naloxone,392,21080.5657,30317.51,.3948041457960346,21.23136411756552,30.53438428115494,no
GA,2017,all,all,naltrexone,2530,91244.8069,107069.48,2.548098185877468,91.89752052673117,107.8353943679225,no
GA,2018,all,all,all,19759,3915099.070584149,4997329.199999999,18.94394505210897,3753.601987282202,4791.190332106871,no
GA,2018,all,all,bup,16017,3765228.20545,4789169.189999999,15.35630183205777,3609.913266496061,4591.616882464356,no
GA,2018,all,all,naloxone,1060,54862.13603414936,94936.41,1.016275203969609,52.59908347954112,91.02030135555893,no
GA,2018,all,all,naltrexone,2682,95008.72910000001,113223.6,2.571368016081596,91.08963730659987,108.5531482869561,no
GA,2019,,,,,,,,,,yes
HI,2010,all,all,all,1320,367384.9804999999,618035.41,7.244246706388829,2016.232905275643,3391.818926760734,no
HI,2010,all,all,bup,1034,310329.4497,534197.78,5.674659920004582,1703.108404458093,2931.712506306988,no
HI,2010,all,all,naloxone,3,45.6575,48.31,.0164641970599746,.2505713590885969,.2651284533224578,no
HI,2010,all,all,naltrexone,283,57009.8733,83789.32000000001,1.553122589324271,312.8739294584617,459.841292000424,no
HI,2011,all,all,all,3478,1291739.2553653,1997316.42,17.60915696414185,6540.091806921011,10112.43770754395,no
HI,2011,all,all,bup,2913,1202275.7825653,1839304.59,14.74855498463059,6087.137138981841,9312.421860315286,no
